Day,Month,Year,Hour,ExportWhTotal,ImportWhTotal
30,12,2019,0:00:00,40031250,0
30,12,2019,0:30:00,38718750,0
30,12,2019,1:00:00,37437500,0
30,12,2019,1:30:00,36000000,0
30,12,2019,2:00:00,34843750,0
30,12,2019,2:30:00,33906250,0
30,12,2019,3:00:00,33281250,0
30,12,2019,3:30:00,32906250,0
30,12,2019,4:00:00,32750000,0
30,12,2019,4:30:00,33312500,0
30,12,2019,5:00:00,34406250,0
30,12,2019,5:30:00,35593750,0
30,12,2019,6:00:00,35500000,0
30,12,2019,6:30:00,35406250,0
30,12,2019,7:00:00,35906250,0
30,12,2019,7:30:00,39687500,0
30,12,2019,8:00:00,42125000,0
30,12,2019,8:30:00,44718750,0
30,12,2019,9:00:00,46031250,0
30,12,2019,9:30:00,47343750,0
30,12,2019,10:00:00,48843750,0
30,12,2019,10:30:00,49656250,0
30,12,2019,11:00:00,48968750,0
30,12,2019,11:30:00,49312500,0
30,12,2019,12:00:00,49093750,0
30,12,2019,12:30:00,49125000,0
30,12,2019,13:00:00,49781250,0
30,12,2019,13:30:00,51812500,0
30,12,2019,14:00:00,52250000,0
30,12,2019,14:30:00,52218750,0
30,12,2019,15:00:00,51781250,0
30,12,2019,15:30:00,51156250,0
30,12,2019,16:00:00,50000000,0
30,12,2019,16:30:00,48187500,0
30,12,2019,17:00:00,47562500,0
30,12,2019,17:30:00,49218750,0
30,12,2019,18:00:00,52468750,0
30,12,2019,18:30:00,56750000,0
30,12,2019,19:00:00,55250000,0
30,12,2019,19:30:00,56406250,0
30,12,2019,20:00:00,55718750,0
30,12,2019,20:30:00,54937500,0
30,12,2019,21:00:00,54437500,0
30,12,2019,21:30:00,53000000,0
30,12,2019,22:00:00,50156250,0
30,12,2019,22:30:00,46562500,0
30,12,2019,23:00:00,44468750,0
30,12,2019,23:30:00,42906250,0
31,12,2019,0:00:00,41375000,0
31,12,2019,0:30:00,39312500,0
31,12,2019,1:00:00,37781250,0
31,12,2019,1:30:00,36937500,0
31,12,2019,2:00:00,36156250,0
31,12,2019,2:30:00,35468750,0
31,12,2019,3:00:00,34875000,0
31,12,2019,3:30:00,34000000,0
31,12,2019,4:00:00,33750000,0
31,12,2019,4:30:00,33875000,0
31,12,2019,5:00:00,34656250,0
31,12,2019,5:30:00,36031250,0
31,12,2019,6:00:00,36437500,0
31,12,2019,6:30:00,36312500,0
31,12,2019,7:00:00,36156250,0
31,12,2019,7:30:00,38406250,0
31,12,2019,8:00:00,41031250,0
31,12,2019,8:30:00,43281250,0
31,12,2019,9:00:00,44562500,0
31,12,2019,9:30:00,45562500,0
31,12,2019,10:00:00,46562500,0
31,12,2019,10:30:00,46843750,0
31,12,2019,11:00:00,46875000,0
31,12,2019,11:30:00,46250000,0
31,12,2019,12:00:00,45312500,0
31,12,2019,12:30:00,45343750,0
31,12,2019,13:00:00,45656250,0
31,12,2019,13:30:00,45187500,0
31,12,2019,14:00:00,44156250,0
31,12,2019,14:30:00,43656250,0
31,12,2019,15:00:00,43593750,0
31,12,2019,15:30:00,43312500,0
31,12,2019,16:00:00,42625000,0
31,12,2019,16:30:00,42218750,0
31,12,2019,17:00:00,42406250,0
31,12,2019,17:30:00,43937500,0
31,12,2019,18:00:00,49250000,0
31,12,2019,18:30:00,53312500,0
31,12,2019,19:00:00,53375000,0
31,12,2019,19:30:00,52500000,0
31,12,2019,20:00:00,50906250,0
31,12,2019,20:30:00,49687500,0
31,12,2019,21:00:00,48125000,0
31,12,2019,21:30:00,47000000,0
31,12,2019,22:00:00,44968750,0
31,12,2019,22:30:00,43656250,0
31,12,2019,23:00:00,42031250,0
31,12,2019,23:30:00,41031250,0
1,1,2020,0:00:00,39843750,0
1,1,2020,0:30:00,37906250,0
1,1,2020,1:00:00,36687500,0
1,1,2020,1:30:00,35750000,0
1,1,2020,2:00:00,34281250,0
1,1,2020,2:30:00,32781250,0
1,1,2020,3:00:00,31906250,0
1,1,2020,3:30:00,31125000,0
1,1,2020,4:00:00,30812500,0
1,1,2020,4:30:00,30562500,0
1,1,2020,5:00:00,31343750,0
1,1,2020,5:30:00,31562500,0
1,1,2020,6:00:00,31000000,0
1,1,2020,6:30:00,30843750,0
1,1,2020,7:00:00,30437500,0
1,1,2020,7:30:00,30375000,0
1,1,2020,8:00:00,30437500,0
1,1,2020,8:30:00,31406250,0
1,1,2020,9:00:00,31937500,0
1,1,2020,9:30:00,32875000,0
1,1,2020,10:00:00,33656250,0
1,1,2020,10:30:00,34156250,0
1,1,2020,11:00:00,34343750,0
1,1,2020,11:30:00,33937500,0
1,1,2020,12:00:00,34125000,0
1,1,2020,12:30:00,34437500,0
1,1,2020,13:00:00,34625000,0
1,1,2020,13:30:00,34156250,0
1,1,2020,14:00:00,33875000,0
1,1,2020,14:30:00,33437500,0
1,1,2020,15:00:00,33093750,0
1,1,2020,15:30:00,33343750,0
1,1,2020,16:00:00,33500000,0
1,1,2020,16:30:00,33968750,0
1,1,2020,17:00:00,34937500,0
1,1,2020,17:30:00,37437500,0
1,1,2020,18:00:00,43656250,0
1,1,2020,18:30:00,49281250,0
1,1,2020,19:00:00,50281250,0
1,1,2020,19:30:00,50062500,0
1,1,2020,20:00:00,49156250,0
1,1,2020,20:30:00,48437500,0
1,1,2020,21:00:00,47250000,0
1,1,2020,21:30:00,45937500,0
1,1,2020,22:00:00,43718750,0
1,1,2020,22:30:00,40781250,0
1,1,2020,23:00:00,38687500,0
1,1,2020,23:30:00,36687500,0
2,1,2020,0:00:00,35343750,0
2,1,2020,0:30:00,34187500,0
2,1,2020,1:00:00,32750000,0
2,1,2020,1:30:00,31562500,0
2,1,2020,2:00:00,31187500,0
2,1,2020,2:30:00,30531250,0
2,1,2020,3:00:00,30093750,0
2,1,2020,3:30:00,29500000,0
2,1,2020,4:00:00,29375000,0
2,1,2020,4:30:00,30062500,0
2,1,2020,5:00:00,30968750,0
2,1,2020,5:30:00,32031250,0
2,1,2020,6:00:00,32156250,0
2,1,2020,6:30:00,32218750,0
2,1,2020,7:00:00,32843750,0
2,1,2020,7:30:00,36562500,0
2,1,2020,8:00:00,39531250,0
2,1,2020,8:30:00,42750000,0
2,1,2020,9:00:00,44750000,0
2,1,2020,9:30:00,46250000,0
2,1,2020,10:00:00,47187500,0
2,1,2020,10:30:00,48156250,0
2,1,2020,11:00:00,48781250,0
2,1,2020,11:30:00,48093750,0
2,1,2020,12:00:00,48812500,0
2,1,2020,12:30:00,49562500,0
2,1,2020,13:00:00,49750000,0
2,1,2020,13:30:00,50906250,0
2,1,2020,14:00:00,50781250,0
2,1,2020,14:30:00,50687500,0
2,1,2020,15:00:00,50375000,0
2,1,2020,15:30:00,50281250,0
2,1,2020,16:00:00,49375000,0
2,1,2020,16:30:00,48343750,0
2,1,2020,17:00:00,49843750,0
2,1,2020,17:30:00,52125000,0
2,1,2020,18:00:00,55531250,0
2,1,2020,18:30:00,58656250,0
2,1,2020,19:00:00,59187500,0
2,1,2020,19:30:00,59750000,0
2,1,2020,20:00:00,58812500,0
2,1,2020,20:30:00,57593750,0
2,1,2020,21:00:00,55875000,0
2,1,2020,21:30:00,54156250,0
2,1,2020,22:00:00,51187500,0
2,1,2020,22:30:00,48125000,0
2,1,2020,23:00:00,44218750,0
2,1,2020,23:30:00,42062500,0
3,1,2020,0:00:00,40343750,0
3,1,2020,0:30:00,38718750,0
3,1,2020,1:00:00,37437500,0
3,1,2020,1:30:00,36593750,0
3,1,2020,2:00:00,35843750,0
3,1,2020,2:30:00,35156250,0
3,1,2020,3:00:00,34437500,0
3,1,2020,3:30:00,34062500,0
3,1,2020,4:00:00,33968750,0
3,1,2020,4:30:00,34437500,0
3,1,2020,5:00:00,35343750,0
3,1,2020,5:30:00,36343750,0
3,1,2020,6:00:00,36468750,0
3,1,2020,6:30:00,36250000,0
3,1,2020,7:00:00,36000000,0
3,1,2020,7:30:00,39000000,0
3,1,2020,8:00:00,41468750,0
3,1,2020,8:30:00,43812500,0
3,1,2020,9:00:00,45781250,0
3,1,2020,9:30:00,47531250,0
3,1,2020,10:00:00,48593750,0
3,1,2020,10:30:00,49968750,0
3,1,2020,11:00:00,49187500,0
3,1,2020,11:30:00,48031250,0
3,1,2020,12:00:00,47406250,0
3,1,2020,12:30:00,47125000,0
3,1,2020,13:00:00,48281250,0
3,1,2020,13:30:00,51312500,0
3,1,2020,14:00:00,51437500,0
3,1,2020,14:30:00,50062500,0
3,1,2020,15:00:00,49312500,0
3,1,2020,15:30:00,48718750,0
3,1,2020,16:00:00,48062500,0
3,1,2020,16:30:00,47968750,0
3,1,2020,17:00:00,47156250,0
3,1,2020,17:30:00,48062500,0
3,1,2020,18:00:00,54437500,0
3,1,2020,18:30:00,59781250,0
3,1,2020,19:00:00,60843750,0
3,1,2020,19:30:00,60750000,0
3,1,2020,20:00:00,59781250,0
3,1,2020,20:30:00,58531250,0
3,1,2020,21:00:00,57500000,0
3,1,2020,21:30:00,55437500,0
3,1,2020,22:00:00,52625000,0
3,1,2020,22:30:00,49531250,0
3,1,2020,23:00:00,46718750,0
3,1,2020,23:30:00,45000000,0
4,1,2020,0:00:00,43281250,0
4,1,2020,0:30:00,41000000,0
4,1,2020,1:00:00,39312500,0
4,1,2020,1:30:00,38593750,0
4,1,2020,2:00:00,37625000,0
4,1,2020,2:30:00,37031250,0
4,1,2020,3:00:00,36250000,0
4,1,2020,3:30:00,35968750,0
4,1,2020,4:00:00,35625000,0
4,1,2020,4:30:00,36062500,0
4,1,2020,5:00:00,36593750,0
4,1,2020,5:30:00,37531250,0
4,1,2020,6:00:00,37281250,0
4,1,2020,6:30:00,36687500,0
4,1,2020,7:00:00,36031250,0
4,1,2020,7:30:00,37687500,0
4,1,2020,8:00:00,39531250,0
4,1,2020,8:30:00,41000000,0
4,1,2020,9:00:00,41718750,0
4,1,2020,9:30:00,42718750,0
4,1,2020,10:00:00,44468750,0
4,1,2020,10:30:00,45156250,0
4,1,2020,11:00:00,44968750,0
4,1,2020,11:30:00,46218750,0
4,1,2020,12:00:00,46656250,0
4,1,2020,12:30:00,46843750,0
4,1,2020,13:00:00,47281250,0
4,1,2020,13:30:00,48156250,0
4,1,2020,14:00:00,48437500,0
4,1,2020,14:30:00,48562500,0
4,1,2020,15:00:00,48656250,0
4,1,2020,15:30:00,48468750,0
4,1,2020,16:00:00,48312500,0
4,1,2020,16:30:00,47968750,0
4,1,2020,17:00:00,48687500,0
4,1,2020,17:30:00,51875000,0
4,1,2020,18:00:00,56312500,0
4,1,2020,18:30:00,60375000,0
4,1,2020,19:00:00,61281250,0
4,1,2020,19:30:00,60750000,0
4,1,2020,20:00:00,59406250,0
4,1,2020,20:30:00,57968750,0
4,1,2020,21:00:00,56656250,0
4,1,2020,21:30:00,54750000,0
4,1,2020,22:00:00,51968750,0
4,1,2020,22:30:00,49468750,0
4,1,2020,23:00:00,46875000,0
4,1,2020,23:30:00,44968750,0
5,1,2020,0:00:00,43562500,0
5,1,2020,0:30:00,42031250,0
5,1,2020,1:00:00,40625000,0
5,1,2020,1:30:00,39718750,0
5,1,2020,2:00:00,38906250,0
5,1,2020,2:30:00,38187500,0
5,1,2020,3:00:00,37531250,0
5,1,2020,3:30:00,37187500,0
5,1,2020,4:00:00,36718750,0
5,1,2020,4:30:00,36812500,0
5,1,2020,5:00:00,38031250,0
5,1,2020,5:30:00,38812500,0
5,1,2020,6:00:00,38562500,0
5,1,2020,6:30:00,38000000,0
5,1,2020,7:00:00,37781250,0
5,1,2020,7:30:00,37468750,0
5,1,2020,8:00:00,38125000,0
5,1,2020,8:30:00,38937500,0
5,1,2020,9:00:00,39968750,0
5,1,2020,9:30:00,34062500,0
5,1,2020,10:00:00,47968750,0
5,1,2020,10:30:00,42406250,0
5,1,2020,11:00:00,41812500,0
5,1,2020,11:30:00,41968750,0
5,1,2020,12:00:00,42781250,0
5,1,2020,12:30:00,43593750,0
5,1,2020,13:00:00,43781250,0
5,1,2020,13:30:00,44468750,0
5,1,2020,14:00:00,44406250,0
5,1,2020,14:30:00,44562500,0
5,1,2020,15:00:00,44656250,0
5,1,2020,15:30:00,44250000,0
5,1,2020,16:00:00,43250000,0
5,1,2020,16:30:00,44906250,0
5,1,2020,17:00:00,45968750,0
5,1,2020,17:30:00,48031250,0
5,1,2020,18:00:00,53593750,0
5,1,2020,18:30:00,61781250,0
5,1,2020,19:00:00,63468750,0
5,1,2020,19:30:00,62875000,0
5,1,2020,20:00:00,61468750,0
5,1,2020,20:30:00,60156250,0
5,1,2020,21:00:00,59156250,0
5,1,2020,21:30:00,57187500,0
5,1,2020,22:00:00,54312500,0
5,1,2020,22:30:00,50875000,0
5,1,2020,23:00:00,48125000,0
5,1,2020,23:30:00,46375000,0
6,1,2020,0:00:00,44656250,0
6,1,2020,0:30:00,43187500,0
6,1,2020,1:00:00,42000000,0
6,1,2020,1:30:00,40781250,0
6,1,2020,2:00:00,39968750,0
6,1,2020,2:30:00,39312500,0
6,1,2020,3:00:00,38718750,0
6,1,2020,3:30:00,38281250,0
6,1,2020,4:00:00,38125000,0
6,1,2020,4:30:00,38562500,0
6,1,2020,5:00:00,39968750,0
6,1,2020,5:30:00,41562500,0
6,1,2020,6:00:00,42125000,0
6,1,2020,6:30:00,40875000,0
6,1,2020,7:00:00,38781250,0
6,1,2020,7:30:00,41000000,0
6,1,2020,8:00:00,43562500,0
6,1,2020,8:30:00,45062500,0
7,1,2020,7:30:00,3031250,0
7,1,2020,8:00:00,44093750,0
7,1,2020,8:30:00,47093750,0
7,1,2020,9:00:00,49750000,0
7,1,2020,9:30:00,50937500,0
7,1,2020,10:00:00,52593750,0
7,1,2020,10:30:00,53218750,0
7,1,2020,11:00:00,53718750,0
7,1,2020,11:30:00,53843750,0
7,1,2020,12:00:00,53812500,0
7,1,2020,12:30:00,53656250,0
7,1,2020,13:00:00,53687500,0
7,1,2020,13:30:00,56937500,0
7,1,2020,14:00:00,58093750,0
7,1,2020,14:30:00,58468750,0
7,1,2020,15:00:00,58812500,0
7,1,2020,15:30:00,58343750,0
7,1,2020,16:00:00,57343750,0
7,1,2020,16:30:00,55812500,0
7,1,2020,17:00:00,54312500,0
7,1,2020,17:30:00,54593750,0
7,1,2020,18:00:00,60437500,0
7,1,2020,18:30:00,66093750,0
7,1,2020,19:00:00,69593750,0
7,1,2020,19:30:00,70062500,0
7,1,2020,20:00:00,69437500,0
7,1,2020,20:30:00,67531250,0
7,1,2020,21:00:00,66562500,0
7,1,2020,21:30:00,63906250,0
7,1,2020,22:00:00,59718750,0
7,1,2020,22:30:00,56093750,0
7,1,2020,23:00:00,52406250,0
7,1,2020,23:30:00,48937500,0
8,1,2020,0:00:00,46937500,0
8,1,2020,0:30:00,43687500,0
8,1,2020,1:00:00,41656250,0
8,1,2020,1:30:00,40468750,0
8,1,2020,2:00:00,39437500,0
8,1,2020,2:30:00,38656250,0
8,1,2020,3:00:00,37968750,0
8,1,2020,3:30:00,37375000,0
8,1,2020,4:00:00,36437500,0
8,1,2020,4:30:00,36781250,0
8,1,2020,5:00:00,38187500,0
8,1,2020,5:30:00,39593750,0
8,1,2020,6:00:00,40093750,0
8,1,2020,6:30:00,38968750,0
8,1,2020,7:00:00,36812500,0
8,1,2020,7:30:00,39593750,0
8,1,2020,8:00:00,42031250,0
8,1,2020,8:30:00,44843750,0
8,1,2020,9:00:00,46875000,0
8,1,2020,9:30:00,48593750,0
8,1,2020,10:00:00,49625000,0
8,1,2020,10:30:00,50812500,0
8,1,2020,11:00:00,51343750,0
8,1,2020,11:30:00,51156250,0
8,1,2020,12:00:00,51843750,0
8,1,2020,12:30:00,51968750,0
8,1,2020,13:00:00,52750000,0
8,1,2020,13:30:00,54375000,0
8,1,2020,14:00:00,54406250,0
8,1,2020,14:30:00,53406250,0
8,1,2020,15:00:00,52031250,0
8,1,2020,15:30:00,51562500,0
8,1,2020,16:00:00,51406250,0
8,1,2020,16:30:00,50843750,0
8,1,2020,17:00:00,50187500,0
8,1,2020,17:30:00,50187500,0
8,1,2020,18:00:00,55406250,0
8,1,2020,18:30:00,62218750,0
8,1,2020,19:00:00,63718750,0
8,1,2020,19:30:00,63531250,0
8,1,2020,20:00:00,62625000,0
8,1,2020,20:30:00,61281250,0
8,1,2020,21:00:00,60000000,0
8,1,2020,21:30:00,57968750,0
8,1,2020,22:00:00,54468750,0
8,1,2020,22:30:00,49937500,0
8,1,2020,23:00:00,47062500,0
8,1,2020,23:30:00,44968750,0
9,1,2020,0:00:00,43062500,0
9,1,2020,0:30:00,41437500,0
9,1,2020,1:00:00,40062500,0
9,1,2020,1:30:00,39437500,0
9,1,2020,2:00:00,38468750,0
9,1,2020,2:30:00,38062500,0
9,1,2020,3:00:00,36968750,0
9,1,2020,3:30:00,36531250,0
9,1,2020,4:00:00,36500000,0
9,1,2020,4:30:00,37250000,0
9,1,2020,5:00:00,38687500,0
9,1,2020,5:30:00,39781250,0
9,1,2020,6:00:00,40125000,0
9,1,2020,6:30:00,38687500,0
9,1,2020,7:00:00,36781250,0
9,1,2020,7:30:00,38718750,0
9,1,2020,8:00:00,41656250,0
9,1,2020,8:30:00,43875000,0
9,1,2020,9:00:00,45687500,0
9,1,2020,9:30:00,46187500,0
9,1,2020,10:00:00,46937500,0
9,1,2020,10:30:00,47343750,0
9,1,2020,11:00:00,47968750,0
9,1,2020,11:30:00,48156250,0
9,1,2020,12:00:00,48937500,0
9,1,2020,12:30:00,49437500,0
9,1,2020,13:00:00,51093750,0
9,1,2020,14:00:00,12562500,0
9,1,2020,14:30:00,54375000,0
9,1,2020,15:00:00,47906250,0
9,1,2020,15:30:00,53250000,0
9,1,2020,16:00:00,52468750,0
9,1,2020,16:30:00,51343750,0
9,1,2020,17:00:00,50406250,0
9,1,2020,17:30:00,51000000,0
9,1,2020,18:00:00,55875000,0
9,1,2020,18:30:00,63031250,0
9,1,2020,19:00:00,64031250,0
9,1,2020,19:30:00,64718750,0
9,1,2020,20:00:00,63562500,0
9,1,2020,20:30:00,61750000,0
9,1,2020,21:00:00,59750000,0
9,1,2020,21:30:00,57781250,0
9,1,2020,22:00:00,53531250,0
9,1,2020,22:30:00,50343750,0
9,1,2020,23:00:00,47937500,0
9,1,2020,23:30:00,45656250,0
10,1,2020,0:00:00,43687500,0
10,1,2020,0:30:00,41718750,0
10,1,2020,1:00:00,40093750,0
10,1,2020,1:30:00,39781250,0
10,1,2020,2:00:00,39156250,0
10,1,2020,2:30:00,38312500,0
10,1,2020,3:00:00,37437500,0
10,1,2020,3:30:00,36906250,0
10,1,2020,4:00:00,36687500,0
10,1,2020,4:30:00,37062500,0
10,1,2020,5:00:00,38125000,0
10,1,2020,5:30:00,39312500,0
10,1,2020,6:00:00,39562500,0
10,1,2020,6:30:00,38187500,0
10,1,2020,7:00:00,37625000,0
10,1,2020,7:30:00,39312500,0
10,1,2020,8:00:00,41437500,0
10,1,2020,8:30:00,43531250,0
10,1,2020,9:00:00,45218750,0
10,1,2020,9:30:00,46000000,0
10,1,2020,10:00:00,46968750,0
10,1,2020,10:30:00,48531250,0
10,1,2020,11:00:00,49125000,0
10,1,2020,11:30:00,49000000,0
10,1,2020,12:00:00,48656250,0
10,1,2020,12:30:00,48468750,0
10,1,2020,13:00:00,48093750,0
10,1,2020,13:30:00,49375000,0
10,1,2020,14:00:00,48500000,0
10,1,2020,14:30:00,48031250,0
10,1,2020,15:00:00,47375000,0
10,1,2020,15:30:00,47250000,0
10,1,2020,16:00:00,47281250,0
10,1,2020,16:30:00,47281250,0
10,1,2020,17:00:00,47906250,0
10,1,2020,17:30:00,49500000,0
10,1,2020,18:00:00,53406250,0
10,1,2020,18:30:00,57468750,0
10,1,2020,19:00:00,58437500,0
10,1,2020,19:30:00,57968750,0
10,1,2020,20:00:00,56593750,0
10,1,2020,20:30:00,55000000,0
10,1,2020,21:00:00,53468750,0
10,1,2020,21:30:00,51031250,0
10,1,2020,22:00:00,47500000,0
10,1,2020,22:30:00,43937500,0
10,1,2020,23:00:00,41968750,0
10,1,2020,23:30:00,39250000,0
11,1,2020,0:00:00,37468750,0
11,1,2020,0:30:00,36562500,0
11,1,2020,1:00:00,35218750,0
11,1,2020,1:30:00,34718750,0
11,1,2020,2:00:00,33781250,0
11,1,2020,2:30:00,33312500,0
11,1,2020,3:00:00,32968750,0
11,1,2020,3:30:00,32593750,0
11,1,2020,4:00:00,32656250,0
11,1,2020,4:30:00,32625000,0
11,1,2020,5:00:00,33750000,0
11,1,2020,5:30:00,34656250,0
11,1,2020,6:00:00,35125000,0
11,1,2020,6:30:00,35281250,0
11,1,2020,7:00:00,34750000,0
11,1,2020,7:30:00,35625000,0
11,1,2020,8:00:00,36500000,0
11,1,2020,8:30:00,37562500,0
11,1,2020,9:00:00,36375000,0
11,1,2020,9:30:00,36781250,0
11,1,2020,10:00:00,37968750,0
11,1,2020,10:30:00,38593750,0
11,1,2020,11:00:00,39250000,0
11,1,2020,11:30:00,39968750,0
11,1,2020,12:00:00,40125000,0
11,1,2020,12:30:00,40875000,0
11,1,2020,13:00:00,40937500,0
11,1,2020,13:30:00,41687500,0
11,1,2020,14:00:00,42437500,0
11,1,2020,14:30:00,43156250,0
11,1,2020,15:00:00,43468750,0
11,1,2020,15:30:00,43000000,0
11,1,2020,16:00:00,41968750,0
11,1,2020,16:30:00,43406250,0
11,1,2020,17:00:00,44156250,0
11,1,2020,17:30:00,46812500,0
11,1,2020,18:00:00,53343750,0
11,1,2020,18:30:00,60625000,0
11,1,2020,19:00:00,60781250,0
11,1,2020,19:30:00,61031250,0
11,1,2020,20:00:00,59718750,0
11,1,2020,20:30:00,58843750,0
11,1,2020,21:00:00,57750000,0
11,1,2020,21:30:00,56125000,0
11,1,2020,22:00:00,53375000,0
11,1,2020,22:30:00,50812500,0
11,1,2020,23:00:00,47968750,0
11,1,2020,23:30:00,45906250,0
12,1,2020,0:00:00,43625000,0
12,1,2020,0:30:00,41375000,0
12,1,2020,1:00:00,40156250,0
12,1,2020,1:30:00,39187500,0
12,1,2020,2:00:00,38343750,0
12,1,2020,2:30:00,37625000,0
12,1,2020,3:00:00,37000000,0
12,1,2020,3:30:00,36375000,0
12,1,2020,4:00:00,35875000,0
12,1,2020,4:30:00,35937500,0
12,1,2020,5:00:00,36781250,0
12,1,2020,5:30:00,37562500,0
12,1,2020,6:00:00,37500000,0
12,1,2020,6:30:00,37250000,0
12,1,2020,7:00:00,36625000,0
12,1,2020,7:30:00,36531250,0
12,1,2020,8:00:00,36218750,0
12,1,2020,8:30:00,37093750,0
12,1,2020,9:00:00,38218750,0
12,1,2020,9:30:00,39125000,0
12,1,2020,10:00:00,39812500,0
12,1,2020,10:30:00,40062500,0
12,1,2020,11:00:00,40500000,0
12,1,2020,11:30:00,42093750,0
12,1,2020,12:00:00,42593750,0
12,1,2020,12:30:00,43093750,0
12,1,2020,13:00:00,43375000,0
12,1,2020,13:30:00,44343750,0
12,1,2020,14:00:00,44343750,0
12,1,2020,14:30:00,44156250,0
12,1,2020,15:00:00,44000000,0
12,1,2020,15:30:00,44406250,0
12,1,2020,16:00:00,44250000,0
12,1,2020,16:30:00,44062500,0
12,1,2020,17:00:00,43531250,0
12,1,2020,17:30:00,43843750,0
12,1,2020,18:00:00,49406250,0
12,1,2020,18:30:00,57531250,0
12,1,2020,19:00:00,58593750,0
12,1,2020,19:30:00,57593750,0
12,1,2020,20:00:00,57000000,0
12,1,2020,20:30:00,56812500,0
12,1,2020,21:00:00,58218750,0
12,1,2020,21:30:00,58125000,0
12,1,2020,22:00:00,54718750,0
12,1,2020,22:30:00,51343750,0
12,1,2020,23:00:00,48281250,0
12,1,2020,23:30:00,45781250,0
13,1,2020,0:00:00,43500000,0
13,1,2020,0:30:00,41625000,0
13,1,2020,1:00:00,40218750,0
13,1,2020,1:30:00,39031250,0
13,1,2020,2:00:00,38218750,0
13,1,2020,2:30:00,37468750,0
13,1,2020,3:00:00,36906250,0
13,1,2020,3:30:00,36125000,0
13,1,2020,4:00:00,35375000,0
13,1,2020,4:30:00,35562500,0
13,1,2020,5:00:00,36875000,0
13,1,2020,5:30:00,38250000,0
13,1,2020,6:00:00,38687500,0
13,1,2020,6:30:00,37218750,0
13,1,2020,7:00:00,35500000,0
13,1,2020,7:30:00,38281250,0
13,1,2020,8:00:00,41531250,0
13,1,2020,8:30:00,44968750,0
13,1,2020,9:00:00,46812500,0
13,1,2020,9:30:00,47812500,0
13,1,2020,10:00:00,48343750,0
13,1,2020,10:30:00,49312500,0
13,1,2020,11:00:00,49968750,0
13,1,2020,11:30:00,50437500,0
13,1,2020,12:00:00,50812500,0
13,1,2020,12:30:00,51156250,0
13,1,2020,13:00:00,51125000,0
13,1,2020,13:30:00,53937500,0
13,1,2020,14:00:00,56093750,0
13,1,2020,14:30:00,56562500,0
13,1,2020,15:00:00,56500000,0
13,1,2020,15:30:00,56375000,0
13,1,2020,16:00:00,56062500,0
13,1,2020,16:30:00,54500000,0
13,1,2020,17:00:00,53187500,0
13,1,2020,17:30:00,53062500,0
13,1,2020,18:00:00,57718750,0
13,1,2020,18:30:00,65625000,0
13,1,2020,19:00:00,67531250,0
13,1,2020,19:30:00,66562500,0
13,1,2020,20:00:00,64343750,0
13,1,2020,20:30:00,63031250,0
13,1,2020,21:00:00,64281250,0
13,1,2020,21:30:00,63125000,0
13,1,2020,22:00:00,59218750,0
13,1,2020,22:30:00,54375000,0
13,1,2020,23:00:00,50750000,0
13,1,2020,23:30:00,48156250,0
14,1,2020,0:00:00,46093750,0
14,1,2020,0:30:00,44250000,0
14,1,2020,1:00:00,42906250,0
14,1,2020,1:30:00,41781250,0
14,1,2020,2:00:00,40906250,0
14,1,2020,2:30:00,40250000,0
14,1,2020,3:00:00,39531250,0
14,1,2020,3:30:00,38718750,0
14,1,2020,4:00:00,38406250,0
14,1,2020,4:30:00,38718750,0
14,1,2020,5:00:00,39812500,0
14,1,2020,5:30:00,40906250,0
14,1,2020,6:00:00,40875000,0
14,1,2020,6:30:00,39312500,0
14,1,2020,7:00:00,37468750,0
14,1,2020,7:30:00,40937500,0
14,1,2020,8:00:00,43468750,0
14,1,2020,8:30:00,46531250,0
14,1,2020,9:00:00,48593750,0
14,1,2020,9:30:00,50031250,0
14,1,2020,10:00:00,50843750,0
14,1,2020,10:30:00,51500000,0
14,1,2020,11:00:00,52000000,0
14,1,2020,11:30:00,52000000,0
14,1,2020,12:00:00,52437500,0
14,1,2020,12:30:00,53093750,0
14,1,2020,13:00:00,54718750,0
14,1,2020,13:30:00,56187500,0
14,1,2020,14:00:00,57031250,0
14,1,2020,14:30:00,57156250,0
14,1,2020,15:00:00,57031250,0
14,1,2020,15:30:00,56875000,0
14,1,2020,16:00:00,55687500,0
14,1,2020,16:30:00,54593750,0
14,1,2020,17:00:00,52687500,0
14,1,2020,17:30:00,52125000,0
14,1,2020,18:00:00,56218750,0
14,1,2020,18:30:00,61843750,0
14,1,2020,19:00:00,61562500,0
14,1,2020,19:30:00,60718750,0
14,1,2020,20:00:00,58687500,0
14,1,2020,20:30:00,57062500,0
14,1,2020,21:00:00,55125000,0
14,1,2020,21:30:00,53875000,0
14,1,2020,22:00:00,51968750,0
14,1,2020,22:30:00,49406250,0
14,1,2020,23:00:00,46218750,0
14,1,2020,23:30:00,43625000,0
15,1,2020,0:00:00,41593750,0
15,1,2020,0:30:00,39718750,0
15,1,2020,1:00:00,38093750,0
15,1,2020,1:30:00,36750000,0
15,1,2020,2:00:00,35968750,0
15,1,2020,2:30:00,35218750,0
15,1,2020,3:00:00,34500000,0
15,1,2020,3:30:00,34031250,0
15,1,2020,4:00:00,33750000,0
15,1,2020,4:30:00,34156250,0
15,1,2020,5:00:00,35281250,0
15,1,2020,5:30:00,36500000,0
15,1,2020,6:00:00,36500000,0
